username,like,content,ctime,topic
缘来如燕,0,有的时候听见要农民自己仔细甄别合同陷阱，我就很凌乱。不能指望所有农民都有甄别能力，现在大学生甄别起来都费劲，都容易踏入陷阱。为什么挖坑的人，违法成本这么低？明显让农民吃亏的事情都能做，难道还只能用道德约束他们吗？这是不是我们该反思的？,2023-03-23 20:55:08,2
爱吃蔬菜酱,0,骗你贷款买光伏发电设备，以后维修管理都是农户的责任,2023-03-23 19:07:29,0
爱吃蔬菜酱,0,骗你贷款买光伏发电设备，以后维修管理都是农户的责任,2023-03-23 19:07:29,0
ISO管理体系认证,0,我家楼上装的有，只提供给他们场地，他们发的电我家要用得出钱，设备跟我们没关系,2023-03-23 17:15:51,1
小翟的生活,0,我家装几年了，最后又叫贷款，没贷，现在每年留给几百块钱，被骗了,2023-03-23 16:19:49,1
红蜻蜓sun,0,本来是个好事，就是有那样的坏人钻漏洞把好事变坏事,2023-03-23 16:14:46,2
与物为春_,0,可以自己安装直接发电，不跟村里合作。,2023-03-23 16:11:46,0
马旦腾,0,不靠谱,2023-03-23 16:07:13,1
cybxht,0,哈 我们这房顶每个月几百块钱收入[doge] 还是要区分合同的,2023-03-23 15:12:41,1
东海寻美人鱼,0,以前的模式是UP主说的这种  农户背贷款，每个月通过光伏发电还贷款。有时候天气不行，每个月发电量覆盖不了还款额，碰到正泰这种大公司还好，有正泰金融可以垫付，小公司就没人管，不够的钱得自己出。后来因为闹事的太多，这种模式不让弄了。现在都是光伏公司出钱出设备，租农户的屋顶装光伏，农户收租金，光伏公司收取发电收益,2023-03-23 14:18:09,0
renguocan,0,电网就在推,2023-03-23 13:26:23,0
Hillo嗨,0,不用晒稻谷吗,2023-03-23 13:23:49,2
专业数控维修丨,0,周期太长[笑哭] 分期差不多[笑哭],2023-03-23 12:59:46,1
开挂人生一路顺风,0,[doge]我一年只能回家一两个星期，你说我装这个干什么呢？,2023-03-23 12:48:28,1
邵泽宸,0,还想着上大学的时候讲到融资租赁，老师说在中国搞融资租赁的，九成九都是诈骗。,2023-03-23 12:40:48,2
都徐,0,不要去搞这些哈 不是老百姓能玩得动的哦,2023-03-23 12:38:31,0
小月女青呀呀呀,0,如果是国家支持的，农户本人不需要出钱，还会补贴家电和给租金，这个模式没问题，有问题的是中间商企违法的行为，别行为转移了，有问题的是商企的违法行为，不是国家或者是农户,2023-03-23 12:00:10,0
最爱吴承姬,0,前两分钟纯粹是浪费时间，咱们能不能别绕圈子，直接说怎么骗的就得了呗,2023-03-23 11:13:34,2
财大富,1,盗别人音频？,2023-03-23 09:59:42,2
马不由,0,这种贷款一般epc方会做保,2023-03-23 09:33:19,0
西瓜皮xc,0,我们这边被坑的不少,2023-03-23 09:23:04,1
闻雪覆长安,0,正规途径来的，可以相信,2023-03-23 09:04:31,0
山豆几何之虾痴移腚,0,我觉得这不能说是骗局，只能说是运营方欺负农夫对风险的把握能力不足。这种标题很有误导性，很多没看完视频的人会误以为这种模式就是骗局。,2023-03-23 07:38:13,2
日月大石2,0,50年都回不了本,2023-03-23 02:57:29,0
nice小朋友,0,开始收税了，光伏发电土地税,2023-03-23 01:16:28,0
小谭小谭努力赚钱,0,一听给你说五六年回本的都是扯淡，现在没得补贴了，都是平价上网，分布式的投资比集中式确实小了一些成本，但也不是五六年就能回来的,2023-03-23 00:24:16,0
Forever095,0,让农民贷款买光伏设备 装自己屋顶 给光伏公司用几年    你还真当我们农民傻子啊？编这烂剧本就想骗我们农民！,2023-03-22 22:34:37,2
陌人一,0,感觉这玩意在海南发电应该高的样子,2023-03-22 22:29:47,1
妄想综合征,0,55岁以上的户主，人家不给你装，就怕你半路走了还不起贷款[doge],2023-03-22 22:01:33,0
吴心舞,0,广西人表示，不需要担心老家的农民亲戚们被忽悠 不存在的，因为广西水电站多得…… 太阳能的也就路灯、热水器，这种才会用到,2023-03-22 21:43:54,1
重峰OMG,0,"这是有人乱来罢了。
正常的都是免费安装，人家安装方都是外包的，外包方全款从公司拿货，然后找地方安装，安装完成以后公司给外包公司退款，并且一平方多少收益给人家",2023-03-22 21:29:57,0
公主好好生活,0,很好的视频,2023-03-22 21:13:11,2
子游自在,0,资本一介入，必须挣快钱,2023-03-22 20:55:09,2
螃蟹正太,0,光伏感觉像传销一样 夸大到极点,2023-03-22 20:44:38,2
难解之缘,0,楼房太阳能热水器基本就是坑人的玩意儿。全县楼房统一安装，几千一个。不知道是有什么利益牵扯。我家的刚拆了。占地方还没法用。晒一天就晚上洗澡能用，早晨起来冰凉。如果想全天用就得插电，那一大桶水得多费电，还不如电热水器。,2023-03-22 20:36:10,0
哦哦法,0,我爸给我家装的，贷款十一万，还五年，光伏公司合同保修二十年，每个月发电赚2300，去年一年还了三万还有八万，然后现在贷款降息了，把八万还上，又贷款低利息的那个，现在每个月把赚的钱还贷款之后，还剩一两百。还是有风险，前提光伏公司不跑路，光伏可以运转。,2023-03-22 19:58:50,0
静静看ni-M,0,发电这个不是国家扶贫的嘛，给贫困户的，不需要花钱，电直接进入国家电网。,2023-03-22 19:21:54,0
upererer,0,这样不涉嫌诈骗吗,2023-03-22 18:26:31,2
清洛的成长日记,0,最怕是拿垃圾组件以次充好，骗了贷款就跑路。,2023-03-22 18:05:12,0
白瓢不香呐,0,我们村上一年就有这种，还好我之前听到过类似的骗局,2023-03-22 16:50:48,2
泥水酱,0,up说的这种是套路，我现在做的是甲方只需要提供光伏安装场地，我乙方给甲方安装、运营、维修保养，不需要甲方出一分钱，合同期25年并使用乙方的电能,2023-03-22 16:16:23,1
国破河山在,0,我们这里美丽乡村暖气管子满村里墙上挂着,2023-03-22 15:59:49,1
wylerCheung,0,这东西就算正规也别装，很难回本,2023-03-22 15:02:23,0
电子彡DIY,0,光伏板平均寿命在25年到30年左右，虽然能够使用的时间更长，但是转换效率不如往日了,2023-03-22 14:11:33,0
赫和耶布斯,0,最终还是欠缺法律意识，没仔细看合同,2023-03-22 13:02:20,2
吃葡萄皮吥吐葡萄,0,光伏出口被抵制，于是转内销了，就如同当年的家电下乡和汽车下乡。,2023-03-22 13:00:34,0
九俚十浩,0,这个当时到我老家宣传过，镇的人都怕辐射这些东西，然后就没同意他们搞,2023-03-22 12:53:32,0
鳯煕,0,这玩意和太阳能差不多，不过一个是收集热能，一个收集光能,2023-03-22 12:44:12,1
一百斤的斗萝,0,坐标内蒙，农村户的还是太少了，这边都是成片的,2023-03-22 12:42:41,1
气质嫌扰君,0,我就纳闷，这种垃圾也能做科普啊，正规的行业被你一说都是骗子了[辣眼睛],2023-03-22 12:40:59,2
灵活的胖子10010,0,500元一亩地，租金有多贵,2023-03-22 12:27:00,0
狗毒爆蟑螂女王一波,0,"1、底薪4000+高提成（综合月收入15000以上，上无封顶）；
                    2、公司组织定期团建，聚餐，旅游（可携带家属）；
                    3、公司每月评定优秀员工，给予额外现金奖励。

【岗位要求】 ：1、不打卡、不坐班、工作时间自由（试用期一个月）；

有那么好的事情？？？？？？[doge]哈哈。这饼画得真香",2023-03-22 12:20:38,0
大明兄弟会,0,农村可以安装，安的越多你的宅基地越安全,2023-03-22 12:08:59,0
兔子摸鹰,0,这不胡说八道么，用你名义贷款本人不知道，银行能放贷？真有这种情况你都可以起诉银行，而且贷款都不用还,2023-03-22 11:52:29,2
银翼杀手bili,0,明白了 多谢[抱拳],2023-03-22 11:39:47,1
系瘦瘦,0,昨天还有人来问，我婆婆直接说家里孩子不让装，他就走了,2023-03-22 10:38:14,1
经神并大石,0,这个国家有政策，并不是骗你。大概去年还是前年我看过，家庭光伏补贴，大意设备补贴，余电入网可卖。关键点是设备补贴，这部分实际上是给厂家支配，任意有效推广厂家肯定都是乐见其成的；当然，所有有补贴的地方，鱼龙混杂也是必定的，有想法的增强鉴别就行了。,2023-03-22 10:20:35,0
Beraerker,0,这不就是汽车租赁的套路吗？,2023-03-22 10:09:06,2
1第一风暴,0,全国抓捕搜寻这种诈骗者,2023-03-22 09:00:53,1
小易哥哥达,0,你这个是几年前的套路,2023-03-22 07:24:01,0
闪耀的蛋蛋,0,现在安光伏发电基本不咋赚钱也说不上多省电的，但光伏产业要发展，城里没多少地方安，所以只能让农村来安[坎公骑冠剑_无语],2023-03-22 05:05:40,1
吃鱼的猫哈,0,俺村的屋顶一块板一年60租 大部分人都装了 我想着反正都是空着也弄了吧 结果还没跟他们说呢 他们倒是积极去家里跟我妈说 给我媳妇打电话 也给我打电话 吓得我不敢装了[笑哭],2023-03-22 04:50:49,1
我想睡月亮,0,说的很好！,2023-03-22 01:37:54,2
不喜欢薄语吗,0,哈哈,2023-03-22 01:06:06,0
19950523,0,建议以后和我们国企合作哈，你这种应该是被骗了买设备？,2023-03-22 01:03:58,0
1749942046,0,我家安装了，好像就是贷款的这种[大哭]，大概要亏多少钱？,2023-03-22 00:57:37,1
暗中观察驻联合国代表,0,这个村也太弱了，直你都装在我家楼上了，你还想拉走？不拔点毛你村口都出不去,2023-03-22 00:47:53,1
X-Kuang,0,视频估计要没！国家扶持的东西是不允许有人唱反调的，除非你提出既能帮助国家发展（这里说得发展是指国内民众资金大幅流动，因为这样会给国家增加税收）又能解决你所提出的问题难点的方法，并且这个方法最好是能给“正府”增加民众好感度（就是你们经常看到的惠民政策）。不然就会被和谐掉，因为你让大家看清楚真相的同时，影响了“集团”收入。,2023-03-22 00:41:10,2
Empty城8,0,标题别一上来就骗局骗局的，也别把现在的农村人说的好像有多愚蠢 有多没文化似的可以吗？[OK],2023-03-22 00:24:03,0
爱拍照的皮卡丘,0,还有就是那种净化水啥的 和村干部一起骗钱,2023-03-22 00:14:37,0
我的猫叫懵懵,0,本来好好的一个利国利民的项目，非得有些坏透良心的商人夹中间搞外包,2023-03-21 23:59:26,0
小健卖萌,0,套路贷款吧？,2023-03-21 23:50:15,2
bili_51011239566,0,小的时候总说万恶的资本主义国家剥削人，现在我们是不是也这样啊,2023-03-21 23:38:52,2
冷露無声,0,等等，我今年国考好像考到这个过了[doge],2023-03-21 23:33:18,1
鸡智少年,0,干过这行，手里也有一套。总之一个字，坑[妙啊],2023-03-21 23:29:10,2
纯醇的95,0,这些下乡项目无非是用农村的体量来给工业产能接盘，前期还好越到后面越坑，一些垃圾公司趁势起飞反而比某些正经公司做的大,2023-03-21 23:29:03,0
传奇人物V,0,如果遇到拆迁，损失算谁的？,2023-03-21 23:18:05,2
看UPO,1,中国还是以火力发电为主，国家为了多元化电力，鼓励光伏发电，实际上你可以理解为老美断了你的航路，你用什么发电？,2023-03-21 23:05:19,1
奈梗劫,0,老家也有  好像是一年给个几百块，没电没合同,2023-03-21 22:48:23,1
松鼠爱吃奶,0,农村不要装装了，1几年后一漏水你们就头疼了[doge][doge][doge],2023-03-21 22:47:13,1
段夜楠,0,我家16年安的，现在已经回本了。,2023-03-21 22:35:41,0
